track name=ClinGenClass type=bedDetail description="ClinGen Gene-Disease Classification" visibility=3 group=phenDis url="https://search.clinicalgenome.org/kb/gene-validity/$$" itemRgb=On 
browser pack ncbiRefSeqCurated
#chrom	chromStart	chromEnd	name	score	strand	thickStart	thickEnd	rgbID	ID	Description
chr11	2466220	2870340	Hypertrophic Cardiomyopathy	1000	.	2466220	2870340	0,0,0	10059	KCNQ1 Gene-Disease Classification with Hypertrophic Cardiomyopathy - No Reported Evidence
chr11	2466220	2870340	Jervell And Lange-Nielsen Syndrome	1000	.	2466220	2870340	0,0,102	2cb5cd32-6663-48bc-b8b0-3b9ca34e2cb7--2017-12-19T05:00:00	KCNQ1 Gene-Disease Classification with Jervell And Lange-Nielsen Syndrome - Definitive
chr11	14299465	14380730	Noonan Syndrome	1000	.	14299465	14380730	0,0,204	c5742615-3820-41dd-a523-e660a498f9e8--2019-06-27T16:00:00	RRAS2 Gene-Disease Classification with Noonan Syndrome - Strong
chr11	17515441	17565963	Usher Syndrome Type 1	1000	.	17515441	17565963	0,0,102	5664	USH1C Gene-Disease Classification with Usher Syndrome Type 1 - Definitive
chr11	17515441	17565963	Nonsyndromic Genetic Deafness	1000	.	17515441	17565963	153,153,255	f4194490-1b41-4d6d-be63-4a2a8827bb85--2018-06-11T04:00:00	USH1C Gene-Disease Classification with Nonsyndromic Genetic Deafness - Limited
chr11	17568919	17667491	Nonsyndromic Genetic Deafness	1000	.	17568919	17667491	0,0,102	0fac4fd4-d674-4017-a9a6-1d6793162c6b--2018-06-28T16:00:00	OTOG Gene-Disease Classification with Nonsyndromic Genetic Deafness - Definitive
chr11	19203576	19232118	Hypertrophic Cardiomyopathy 12	1000	.	19203576	19232118	51,51,255	10067	CSRP3 Gene-Disease Classification with Hypertrophic Cardiomyopathy 12 - Moderate
chr11	44117746	44266980	Exostoses, Multiple, Type 2	1000	.	44117746	44266980	0,0,102	9e6829ce-3e0b-44c5-a214-756f33b1e948--2018-12-21T15:31:26	EXT2 Gene-Disease Classification with Exostoses, Multiple, Type 2 - Definitive
chr11	47236492	47260769	Xeroderma Pigmentosum Group E	1000	.	47236492	47260769	0,0,102	cf2a4254-51ec-467a-9194-3962d39a6b20--2019-04-19T16:00:00	DDB2 Gene-Disease Classification with Xeroderma Pigmentosum Group E - Definitive
chr11	47353395	47374253	Hypertrophic Cardiomyopathy 4	1000	.	47353395	47374253	0,0,102	10061	MYBPC3 Gene-Disease Classification with Hypertrophic Cardiomyopathy 4 - Definitive
chr11	47600561	47606115	Leigh Syndrome	1000	.	47600561	47606115	51,51,255	4ae2af25-4fc1-48c3-a289-fae04977b192--2019-06-20T16:25:02	NDUFS3 Gene-Disease Classification with Leigh Syndrome - Moderate
chr11	48002109	48192394	Hereditary Nonpolyposis Colon Cancer	1000	.	48002109	48192394	153,153,255	051bd795-fea1-4d6d-8947-348b7f0be80a--2018-10-12T21:07:42	PTPRJ Gene-Disease Classification with Hereditary Nonpolyposis Colon Cancer - Limited
chr11	61197596	61214239	Hereditary Pheochromocytoma-Paraganglioma	1000	.	61197596	61214239	0,0,102	8359	SDHAF2 Gene-Disease Classification with Hereditary Pheochromocytoma-Paraganglioma - Definitive
chr11	63974151	63991363	Leukocyte Adhesion Deficiency 3	1000	.	63974151	63991363	0,0,102	df792161-5efb-45f7-91ed-5fe76045fa06--2019-08-28T16:00:00	FERMT3 Gene-Disease Classification with Leukocyte Adhesion Deficiency 3 - Definitive
chr11	64494382	64512329	Platelet-Type Bleeding Disorder 18	1000	.	64494382	64512329	0,0,102	f4401e99-145a-4b93-aa73-6854b8037895--2019-09-27T13:53:00	RASGRP2 Gene-Disease Classification with Platelet-Type Bleeding Disorder 18 - Definitive
chr11	64509481	64512061	Platelet-Type Bleeding Disorder 18	1000	.	64509481	64512061	0,0,102	f4401e99-145a-4b93-aa73-6854b8037895--2019-09-27T13:53:00	RASGRP2 Gene-Disease Classification with Platelet-Type Bleeding Disorder 18 - Definitive
chr11	64570985	64578188	Hereditary Pheochromocytoma-Paraganglioma	1000	.	64570985	64578188	51,51,255	8364	MEN1 Gene-Disease Classification with Hereditary Pheochromocytoma-Paraganglioma - Moderate
chr11	65633911	65640405	Familial Thoracic Aortic Aneurysm And Aortic Dissection	1000	.	65633911	65640405	51,51,255	8267	EFEMP2 Gene-Disease Classification with Familial Thoracic Aortic Aneurysm And Aortic Dissection - Moderate
chr11	67286417	67290899	Nonsyndromic Genetic Deafness	1000	.	67286417	67290899	0,0,204	20de88d2-6681-4522-9e11-26cdf66a2c15--2017-09-08T16:00:00	CABP2 Gene-Disease Classification with Nonsyndromic Genetic Deafness - Strong
chr11	67374322	67380012	Leigh Syndrome	1000	.	67374322	67380012	0,0,102	1b96e332-59c4-4636-8bdf-bf893ea059f1--2019-11-26T16:34:30	NDUFV1 Gene-Disease Classification with Leigh Syndrome - Definitive
chr11	67798083	67804114	Leigh Syndrome	1000	.	67798083	67804114	51,51,255	01a27520-f92a-4b81-b63b-c15132c873be--2019-11-25T15:24:06	NDUFS8 Gene-Disease Classification with Leigh Syndrome - Moderate
chr11	68522350	68609399	Carnitine Palmitoyl Transferase 1A Deficiency	1000	.	68522350	68609399	0,0,102	dcea255c-11e4-46fd-b0f7-2de68311a75c--2018-01-23T17:00:00	CPT1A Gene-Disease Classification with Carnitine Palmitoyl Transferase 1A Deficiency - Definitive
chr11	69624735	69634192	Deafness With Labyrinthine Aplasia, Microtia, And Microdontia	1000	.	69624735	69634192	0,0,102	5ca11e8c-6703-4be5-a8c2-82e6dcc865e4--2019-05-21T16:00:00	FGF3 Gene-Disease Classification with Deafness With Labyrinthine Aplasia, Microtia, And Microdontia - Definitive
chr11	70313960	70935842	Complex Neurodevelopmental Disorder	1000	.	70313960	70935842	0,0,102	911cb9ff-e68e-4b47-8639-f6a63ab11b3e--2019-07-17T16:00:00	SHANK2 Gene-Disease Classification with Complex Neurodevelopmental Disorder - Definitive
chr11	71145456	71159477	Smith-Lemli-Opitz Syndrome	1000	.	71145456	71159477	0,0,102	d5ed71c9-a76b-44c0-b5c0-44d604f2e0e9--2018-09-11T16:33:02	DHCR7 Gene-Disease Classification with Smith-Lemli-Opitz Syndrome - Definitive
chr11	71791376	71807938	Autosomal Recessive Nonsyndromic Deafness 63	1000	.	71791376	71807938	0,0,102	5662	LRTOMT Gene-Disease Classification with Autosomal Recessive Nonsyndromic Deafness 63 - Definitive
chr11	71791376	71821828	Autosomal Recessive Nonsyndromic Deafness 63	1000	.	71791376	71821828	0,0,102	5662	LRTOMT Gene-Disease Classification with Autosomal Recessive Nonsyndromic Deafness 63 - Definitive
chr11	71900601	71907367	Neurodegenerative Syndrome Due To Cerebral Folate Transport Deficiency	1000	.	71900601	71907367	0,0,102	22c12588-dc55-4e90-827a-d7a6349e38a9--2018-04-27T16:49:24	FOLR1 Gene-Disease Classification with Neurodegenerative Syndrome Due To Cerebral Folate Transport Deficiency - Definitive
chr11	74165885	74178600	Brugada Syndrome	1000	.	74165885	74178600	255,153,51	10152	KCNE3 Gene-Disease Classification with Brugada Syndrome - Disputed
chr11	76839309	76926286	Usher Syndrome Type 1	1000	.	76839309	76926286	0,0,102	1e897a2f-d4cf-4e13-85d8-f37405a09b18--2018-06-29T15:37:30	MYO7A Gene-Disease Classification with Usher Syndrome Type 1 - Definitive
chr11	76839309	76926286	Nonsyndromic Genetic Deafness	1000	.	76839309	76926286	0,0,102	598b33f0-cdad-4290-b6eb-f9c2304c7bb6--2018-03-19T16:00:00	MYO7A Gene-Disease Classification with Nonsyndromic Genetic Deafness - Definitive
chr11	78147006	78285909	Nonsyndromic Genetic Deafness	1000	.	78147006	78285909	153,153,255	9db16e79-4c14-437f-9723-749f99053d5c--2017-12-19T17:00:00	NARS2 Gene-Disease Classification with Nonsyndromic Genetic Deafness - Limited
chr11	78147006	78285909	Leigh Syndrome	1000	.	78147006	78285909	153,153,255	8874861d-9d28-440d-a751-54c22df0d4ad--2019-12-19T19:07:22	NARS2 Gene-Disease Classification with Leigh Syndrome - Limited
chr11	95523624	95565857	Mosaic Variegated Aneuploidy Syndrome 2	1000	.	95523624	95565857	0,0,102	c44921de-14cf-4907-8bef-1525329ee89c--2019-11-22T14:53:03	CEP57 Gene-Disease Classification with Mosaic Variegated Aneuploidy Syndrome 2 - Definitive
chr11	107992257	108018891	Beta-Ketothiolase Deficiency	1000	.	107992257	108018891	0,0,102	99bcab0a-de59-479d-8fe6-8b76cbce90ee--2018-05-22T16:00:00	ACAT1 Gene-Disease Classification with Beta-Ketothiolase Deficiency - Definitive
chr11	108093558	108239826	Hereditary Nonpolyposis Colon Cancer	1000	.	108093558	108239826	51,51,255	9861	ATM Gene-Disease Classification with Hereditary Nonpolyposis Colon Cancer - Moderate
chr11	108093558	108239826	Hereditary Breast Carcinoma	1000	.	108093558	108239826	0,0,102	9908	ATM Gene-Disease Classification with Hereditary Breast Carcinoma - Definitive
chr11	108093558	108239826	Familial Ovarian Cancer	1000	.	108093558	108239826	153,153,255	10080	ATM Gene-Disease Classification with Familial Ovarian Cancer - Limited
chr11	110045604	110167437	Nonsyndromic Genetic Deafness	1000	.	110045604	110167437	0,0,102	2cf494e5-7335-4e2a-8b50-75cf8412a9d0--2018-01-02T17:00:00	RDX Gene-Disease Classification with Nonsyndromic Genetic Deafness - Definitive
chr11	111957547	111966525	Hereditary Pheochromocytoma-Paraganglioma	1000	.	111957547	111966525	0,0,102	8358	SDHD Gene-Disease Classification with Hereditary Pheochromocytoma-Paraganglioma - Definitive
chr11	112097087	112104695	Bh4-Deficient Hyperphenylalaninemia A	1000	.	112097087	112104695	0,0,102	f3f9b683-bd6b-4566-9341-ddd7195b5108--2017-12-22T17:00:00	PTS Gene-Disease Classification with Bh4-Deficient Hyperphenylalaninemia A - Definitive
chr11	118004091	118023630	Familial Long Qt Syndrome	1000	.	118004091	118023630	153,153,255	3209	SCN4B Gene-Disease Classification with Familial Long Qt Syndrome - Limited
chr11	118033518	118047337	Brugada Syndrome 1	1000	.	118033518	118047337	255,153,51	10159	SCN2B Gene-Disease Classification with Brugada Syndrome 1 - Disputed
chr11	118175294	118186890	Severe Combined Immunodeficiency (Disease)	1000	.	118175294	118186890	0,0,102	3217	CD3E Gene-Disease Classification with Severe Combined Immunodeficiency (Disease) - Definitive
chr11	120973374	121061515	Nonsyndromic Genetic Deafness	1000	.	120973374	121061515	0,0,102	0c7395aa-89bb-40e2-a226-0500fef478bb--2018-09-12T15:56:22	TECTA Gene-Disease Classification with Nonsyndromic Genetic Deafness - Definitive
chr11	120973374	121061515	Nonsyndromic Genetic Deafness	1000	.	120973374	121061515	0,0,102	95b38b73-f807-4401-9600-fe1f319b9dd9--2018-01-02T17:00:00	TECTA Gene-Disease Classification with Nonsyndromic Genetic Deafness - Definitive
chr11	123499894	123525315	Brugada Syndrome 1	1000	.	123499894	123525315	255,153,51	10160	SCN3B Gene-Disease Classification with Brugada Syndrome 1 - Disputed
chr11	125496250	125527042	Familial Ovarian Cancer	1000	.	125496250	125527042	0,0,0	8504	CHEK1 Gene-Disease Classification with Familial Ovarian Cancer - No Reported Evidence
chr11	125496250	125527042	Hereditary Breast Carcinoma	1000	.	125496250	125527042	0,0,0	8505	CHEK1 Gene-Disease Classification with Hereditary Breast Carcinoma - No Reported Evidence
chr11	126138934	126148027	Leigh Syndrome	1000	.	126138934	126148027	51,51,255	c74ba0cb-ccef-4a19-9fef-ef9996f72290--2019-10-16T14:34:53	FOXRED1 Gene-Disease Classification with Leigh Syndrome - Moderate
chr11	134123433	134135746	Isobutyryl-Coa Dehydrogenase Deficiency	1000	.	134123433	134135746	0,0,102	0d260f0e-df71-420a-9281-92e4bddcddbb--2019-04-26T16:00:00	ACAD8 Gene-Disease Classification with Isobutyryl-Coa Dehydrogenase Deficiency - Definitive
chr12	2080228	2080366	Brugada Syndrome	1000	.	2080228	2080366	255,153,51	10146	CACNA1C Gene-Disease Classification with Brugada Syndrome - Disputed
chr12	2162415	2807115	Brugada Syndrome	1000	.	2162415	2807115	255,153,51	10146	CACNA1C Gene-Disease Classification with Brugada Syndrome - Disputed
chr12	4758263	4796720	Leigh Syndrome	1000	.	4758263	4796720	51,51,255	87c6c5c5-7bf7-4bd2-94f0-2d529a512e74--2019-11-25T16:28:51	NDUFA9 Gene-Disease Classification with Leigh Syndrome - Moderate
chr12	8798539	8815433	Familial Thoracic Aortic Aneurysm And Aortic Dissection	1000	.	8798539	8815433	51,51,255	8264	MFAP5 Gene-Disease Classification with Familial Thoracic Aortic Aneurysm And Aortic Dissection - Moderate
chr12	8975149	9029381	Noonan Syndrome With Multiple Lentigines	1000	.	8975149	9029381	0,0,0	59b87033-dd91-4f1e-aec1-c9b1f5124b16--2018-06-07T14:37:47	A2ML1 Gene-Disease Classification with Noonan Syndrome With Multiple Lentigines - No Reported Evidence
chr12	8975149	9029381	Cardiofaciocutaneous Syndrome	1000	.	8975149	9029381	0,0,0	fc3c41d8-8497-489b-a350-c9e30016bc6a--2018-06-07T14:31:03	A2ML1 Gene-Disease Classification with Cardiofaciocutaneous Syndrome - No Reported Evidence
chr12	8975149	9029381	Costello Syndrome	1000	.	8975149	9029381	0,0,0	ea72ba8d-cf62-44bc-86be-da64e3848eba--2018-06-07T14:34:05	A2ML1 Gene-Disease Classification with Costello Syndrome - No Reported Evidence
chr12	8975149	9029381	Noonan Syndrome	1000	.	8975149	9029381	255,153,51	d910a9d8-516e-443d-acba-8d61f7574792--2018-06-07T14:23:53	A2ML1 Gene-Disease Classification with Noonan Syndrome - Disputed
chr12	8975149	9029381	Noonan Syndrome-Like Disorder With Loose Anagen Hair	1000	.	8975149	9029381	0,0,0	d14a7e99-1fa0-494f-8f4b-5d2b1e419766--2018-06-07T14:40:11	A2ML1 Gene-Disease Classification with Noonan Syndrome-Like Disorder With Loose Anagen Hair - No Reported Evidence
chr12	11802787	12048325	Thrombocytopenia 5	1000	.	11802787	12048325	0,0,102	92a8c1cb-91c1-45cd-adbe-4180b1f6da7d--2020-01-22T17:00:00	ETV6 Gene-Disease Classification with Thrombocytopenia 5 - Definitive
chr12	12870301	12875305	Hereditary Nonpolyposis Colon Cancer	1000	.	12870301	12875305	153,153,255	8434	CDKN1B Gene-Disease Classification with Hereditary Nonpolyposis Colon Cancer - Limited
chr12	12870301	12875305	Multiple Endocrine Neoplasia Type 4	1000	.	12870301	12875305	0,0,102	b07f8882-dd5e-4831-9926-f8b4c2a8c265--2018-12-21T15:48:54	CDKN1B Gene-Disease Classification with Multiple Endocrine Neoplasia Type 4 - Definitive
chr12	15773074	15942510	Autosomal Recessive Nonsyndromic Deafness	1000	.	15773074	15942510	51,51,255	9546	EPS8 Gene-Disease Classification with Autosomal Recessive Nonsyndromic Deafness - Moderate
chr12	21590537	21624182	Myofibrillar Myopathy 8	1000	.	21590537	21624182	0,0,102	44f4197c-2004-4d10-81dc-e61190eba909--2019-11-05T13:47:31	PYROXD1 Gene-Disease Classification with Myofibrillar Myopathy 8 - Definitive
chr12	21621843	21654603	Familial Ovarian Cancer	1000	.	21621843	21654603	0,0,0	8701	RECQL Gene-Disease Classification with Familial Ovarian Cancer - No Reported Evidence
chr12	21621843	21654603	Hereditary Breast Carcinoma	1000	.	21621843	21654603	51,51,255	8700	RECQL Gene-Disease Classification with Hereditary Breast Carcinoma - Moderate
chr12	21917888	21927755	Brugada Syndrome 1	1000	.	21917888	21927755	255,153,51	10155	KCNJ8 Gene-Disease Classification with Brugada Syndrome 1 - Disputed
chr12	21950323	22089628	Hypertrichotic Osteochondrodysplasia Cantu Type	1000	.	21950323	22089628	0,0,102	10028	ABCC9 Gene-Disease Classification with Hypertrichotic Osteochondrodysplasia Cantu Type - Definitive
chr12	25358179	25403854	Costello Syndrome	1000	.	25358179	25403854	255,153,51	bc9a82d0-8447-454c-8d54-def792d20e1d--2018-07-24T17:41:41	KRAS Gene-Disease Classification with Costello Syndrome - Disputed
chr12	25358179	25403854	Noonan Syndrome	1000	.	25358179	25403854	0,0,102	6476a5fd-8f66-462b-b17a-43540dad3c1f--2018-07-24T13:54:41	KRAS Gene-Disease Classification with Noonan Syndrome - Definitive
chr12	25358179	25403854	Noonan Syndrome With Multiple Lentigines	1000	.	25358179	25403854	0,0,0	f8586234-5306-4547-bd1b-3d8443d6589b--2018-07-24T20:26:58	KRAS Gene-Disease Classification with Noonan Syndrome With Multiple Lentigines - No Reported Evidence
chr12	25358179	25403854	Cardiofaciocutaneous Syndrome	1000	.	25358179	25403854	0,0,204	248e0d6b-9300-4d17-a350-f742fa92c82c--2018-07-24T15:54:40	KRAS Gene-Disease Classification with Cardiofaciocutaneous Syndrome - Strong
chr12	25358179	25403854	Noonan Syndrome-Like Disorder With Loose Anagen Hair	1000	.	25358179	25403854	0,0,0	08ac18e3-8dbd-498c-861b-e6523df6c9a3--2018-07-25T13:53:32	KRAS Gene-Disease Classification with Noonan Syndrome-Like Disorder With Loose Anagen Hair - No Reported Evidence
chr12	32943679	33049780	Brugada Syndrome 1	1000	.	32943679	33049780	255,153,51	10156	PKP2 Gene-Disease Classification with Brugada Syndrome 1 - Disputed
chr12	32943679	33049780	Arrhythmogenic Right Ventricular Dysplasia 9	1000	.	32943679	33049780	0,0,102	8753	PKP2 Gene-Disease Classification with Arrhythmogenic Right Ventricular Dysplasia 9 - Definitive
chr12	48366747	48398285	Spondyloepiphyseal Dysplasia, Stanescu Type	1000	.	48366747	48398285	51,51,255	4843	COL2A1 Gene-Disease Classification with Spondyloepiphyseal Dysplasia, Stanescu Type - Moderate
chr12	49412757	49449107	Hereditary Pheochromocytoma-Paraganglioma	1000	.	49412757	49449107	153,153,255	8374	KMT2D Gene-Disease Classification with Hereditary Pheochromocytoma-Paraganglioma - Limited
chr12	50355278	50359465	Palmoplantar Keratoderma, Bothnian Type	1000	.	50355278	50359465	51,51,255	77aa086c-5551-4e23-9e35-7c4ff072e238--2018-07-06T15:25:35	AQP5 Gene-Disease Classification with Palmoplantar Keratoderma, Bothnian Type - Moderate
chr12	51985019	52206648	Undetermined Early-Onset Epileptic Encephalopathy	1000	.	51985019	52206648	0,0,102	10066	SCN8A Gene-Disease Classification with Undetermined Early-Onset Epileptic Encephalopathy - Definitive
chr12	51985019	52206648	Complex Neurodevelopmental Disorder	1000	.	51985019	52206648	0,0,102	f52993aa-ddee-483d-b15e-dbf21608d5a9--2018-07-18T12:50:00	SCN8A Gene-Disease Classification with Complex Neurodevelopmental Disorder - Definitive
chr12	52306112	52317145	Telangiectasia, Hereditary Hemorrhagic, Type 2	1000	.	52306112	52317145	0,0,102	fbbb72c5-84a0-4096-8d49-6df506cfee0e--2019-08-28T16:00:00	ACVRL1 Gene-Disease Classification with Telangiectasia, Hereditary Hemorrhagic, Type 2 - Definitive
chr12	56391042	56399309	Isolated Sulfite Oxidase Deficiency	1000	.	56391042	56399309	0,0,102	be1ff294-4444-4d39-a507-a2115bcdcd58--2019-03-22T16:00:00	SUOX Gene-Disease Classification with Isolated Sulfite Oxidase Deficiency - Definitive
chr12	57422300	57443901	Nonsyndromic Genetic Deafness	1000	.	57422300	57443901	255,51,51	3dcc24f7-4cf7-413b-a956-16ad58bcbd36--2018-01-16T17:00:00	MYO1A Gene-Disease Classification with Nonsyndromic Genetic Deafness - Refuted
chr12	58141509	58146230	Melanoma, Cutaneous Malignant, Susceptibility To, 3	1000	.	58141509	58146230	0,0,102	ca76579b-1432-4edc-84e8-b3332dce4ede--2020-01-13T19:44:34	CDK4 Gene-Disease Classification with Melanoma, Cutaneous Malignant, Susceptibility To, 3 - Definitive
chr12	65672766	65860687	Nonsyndromic Genetic Deafness	1000	.	65672766	65860687	51,51,255	3ea7c7e0-dc56-4484-b2b6-5e3899d04013--2017-11-15T17:00:00	MSRB3 Gene-Disease Classification with Nonsyndromic Genetic Deafness - Moderate
chr12	80603232	80772870	Nonsyndromic Genetic Deafness	1000	.	80603232	80772870	0,0,102	28b962a1-8394-4366-8746-4b71a59cd60b--2018-01-05T17:00:00	OTOGL Gene-Disease Classification with Nonsyndromic Genetic Deafness - Definitive
chr12	80838125	81073968	Autosomal Recessive Nonsyndromic Deafness	1000	.	80838125	81073968	0,0,102	8404	PTPRQ Gene-Disease Classification with Autosomal Recessive Nonsyndromic Deafness - Definitive
chr12	83080933	83528067	Nonsyndromic Genetic Deafness	1000	.	83080933	83528067	255,153,51	0e56b4d6-4947-4de5-a3a7-373145019239--2018-08-22T17:57:07	TMTC2 Gene-Disease Classification with Nonsyndromic Genetic Deafness - Disputed
chr12	88886569	88974250	Nonsyndromic Genetic Deafness	1000	.	88886569	88974250	153,153,255	d2934de4-e4d7-41b7-8d12-83372e3b1b28--2018-01-16T17:00:00	KITLG Gene-Disease Classification with Nonsyndromic Genetic Deafness - Limited
chr12	95365103	95397489	Leigh Syndrome	1000	.	95365103	95397489	153,153,255	81f38f43-5e0c-4cb8-9be8-091f2c8a2c71--2019-11-25T16:08:15	NDUFA12 Gene-Disease Classification with Leigh Syndrome - Limited
chr12	98909350	98929412	Familial Isolated Dilated Cardiomyopathy	1000	.	98909350	98929412	255,51,51	3211	TMPO Gene-Disease Classification with Familial Isolated Dilated Cardiomyopathy - Refuted
chr12	98909350	98929412	Hypertrophic Cardiomyopathy	1000	.	98909350	98929412	0,0,0	a1e1bb21-c617-4aac-b9d8-1c2054d76c55--2018-08-01T17:19:30	TMPO Gene-Disease Classification with Hypertrophic Cardiomyopathy - No Reported Evidence
chr12	100750856	100815837	Nonsyndromic Genetic Deafness	1000	.	100750856	100815837	0,0,204	8c399400-090a-4b2e-93ff-0c4915ce81c7--2018-09-18T16:00:00	SLC17A8 Gene-Disease Classification with Nonsyndromic Genetic Deafness - Strong
chr12	111348623	111358404	Hypertrophic Cardiomyopathy 10	1000	.	111348623	111358404	0,0,102	8768	MYL2 Gene-Disease Classification with Hypertrophic Cardiomyopathy 10 - Definitive
chr12	112856535	112947717	Noonan Syndrome-Like Disorder With Loose Anagen Hair	1000	.	112856535	112947717	0,0,0	d627da3a-a509-40d4-b014-113b8074ede2--2018-05-31T15:44:05	PTPN11 Gene-Disease Classification with Noonan Syndrome-Like Disorder With Loose Anagen Hair - No Reported Evidence
chr12	112856535	112947717	Noonan Syndrome With Multiple Lentigines	1000	.	112856535	112947717	0,0,102	e6c41f3b-c2d1-4d66-a1a3-a5beaa304578--2018-07-25T13:20:41	PTPN11 Gene-Disease Classification with Noonan Syndrome With Multiple Lentigines - Definitive
chr12	112856535	112947717	Noonan Syndrome	1000	.	112856535	112947717	0,0,102	2bb08565-4669-4633-b6ed-c04e2a431cf9--2018-07-24T14:10:57	PTPN11 Gene-Disease Classification with Noonan Syndrome - Definitive
chr12	112856535	112947717	Cardiofaciocutaneous Syndrome	1000	.	112856535	112947717	255,153,51	a1a2133e-4ce8-45b7-87da-1c52990d3890--2018-05-30T19:54:58	PTPN11 Gene-Disease Classification with Cardiofaciocutaneous Syndrome - Disputed
chr12	112856535	112947717	Costello Syndrome	1000	.	112856535	112947717	255,153,51	72fca24b-243b-49de-9ceb-ae76e12f60a8--2018-07-24T18:31:49	PTPN11 Gene-Disease Classification with Costello Syndrome - Disputed
chr12	121163570	121177811	Short Chain Acyl-Coa Dehydrogenase Deficiency	1000	.	121163570	121177811	0,0,102	c6bc94e9-cdf2-4efb-b654-004541efc344--2018-01-23T17:00:00	ACADS Gene-Disease Classification with Short Chain Acyl-Coa Dehydrogenase Deficiency - Definitive
chr12	121416548	121440314	Monogenic Diabetes	1000	.	121416548	121440314	0,0,102	2f6d71c6-6595-49bf-a50e-fce726b22088--2018-10-05T16:00:00	HNF1A Gene-Disease Classification with Monogenic Diabetes - Definitive
chr12	122277432	122296769	Tyrosinemia Type Iii	1000	.	122277432	122296769	51,51,255	89eb4236-9243-490b-bc73-fb3b99675eb9--2019-02-22T17:00:00	HPD Gene-Disease Classification with Tyrosinemia Type Iii - Moderate
chr12	122692208	122712068	Nonsyndromic Genetic Deafness	1000	.	122692208	122712068	153,153,255	f5903c3b-b2d7-4c14-b196-37533187d807--2017-12-19T17:00:00	DIABLO Gene-Disease Classification with Nonsyndromic Genetic Deafness - Limited
chr12	133195402	133198972	Nonsyndromic Genetic Deafness	1000	.	133195402	133198972	51,51,255	c1dae6b6-4ed7-4c5a-ba4e-bcfaba026be8--2018-02-20T17:00:00	P2RX2 Gene-Disease Classification with Nonsyndromic Genetic Deafness - Moderate
chr12	133200347	133263945	Polymerase Proofreading-Related Adenomatous Polyposis	1000	.	133200347	133263945	0,0,102	8442	POLE Gene-Disease Classification with Polymerase Proofreading-Related Adenomatous Polyposis - Definitive
chr13	20761603	20767114	Autosomal Recessive Nonsyndromic Deafness	1000	.	20761603	20767114	0,0,102	8399	GJB2 Gene-Disease Classification with Autosomal Recessive Nonsyndromic Deafness - Definitive
chr13	20761603	20767114	Syndromic Genetic Deafness	1000	.	20761603	20767114	0,0,102	9d7b8505-4def-4b99-a8a2-853c07e9969e--2018-06-26T16:00:00	GJB2 Gene-Disease Classification with Syndromic Genetic Deafness - Definitive
chr13	20796100	20806534	Nonsyndromic Genetic Deafness	1000	.	20796100	20806534	255,51,51	f281869c-25e5-44ad-94e7-c7d6374755fd--2018-09-10T18:01:32	GJB6 Gene-Disease Classification with Nonsyndromic Genetic Deafness - Refuted
chr13	20796100	20806534	Clouston Syndrome	1000	.	20796100	20806534	0,0,102	ff18d307-80a8-44b8-8b1a-e26e8a7d912a--2018-04-17T16:00:00	GJB6 Gene-Disease Classification with Clouston Syndrome - Definitive
chr13	32889616	32973809	Breast-Ovarian Cancer, Familial, Susceptibility To, 2	1000	.	32889616	32973809	0,0,102	8397	BRCA2 Gene-Disease Classification with Breast-Ovarian Cancer, Familial, Susceptibility To, 2 - Definitive
chr13	32889616	32973809	Fanconi Anemia Complementation Group D1	1000	.	32889616	32973809	0,0,102	48faf04b-ffc4-4163-8570-22f5c29c4064--2019-04-19T16:00:00	BRCA2 Gene-Disease Classification with Fanconi Anemia Complementation Group D1 - Definitive
chr13	48516790	48575462	Leigh Syndrome	1000	.	48516790	48575462	0,0,102	eedc8c99-a02a-4a34-ba72-1b0fc975e63f--2019-04-18T18:01:00	SUCLA2 Gene-Disease Classification with Leigh Syndrome - Definitive
chr13	52506805	52585630	Wilson Disease	1000	.	52506805	52585630	0,0,102	f0ac0a41-d7d5-4377-a622-1ee9bc4ed9f3--2019-03-27T16:00:00	ATP7B Gene-Disease Classification with Wilson Disease - Definitive
chr13	60239720	60738119	Auditory Neuropathy	1000	.	60239720	60738119	51,51,255	fc54aaf6-8e1b-4c98-bcbe-e1f337f6eadc--2017-03-29T16:00:00	DIAPH3 Gene-Disease Classification with Auditory Neuropathy - Moderate
chr13	78469615	78493903	Waardenburg Syndrome Type 4A	1000	.	78469615	78493903	51,51,255	d7abbd45-7915-437b-849b-dea876bfc2f5--2018-05-08T04:00:00	EDNRB Gene-Disease Classification with Waardenburg Syndrome Type 4A - Moderate
chr13	78469615	78493903	Waardenburg Syndrome Type 4A	1000	.	78469615	78493903	153,153,255	73ee9727-60c1-40fd-830f-08c2b513d2ee--2018-05-08T04:00:00	EDNRB Gene-Disease Classification with Waardenburg Syndrome Type 4A - Limited
chr13	86366921	86373483	High Myopia-Sensorineural Deafness Syndrome	1000	.	86366921	86373483	0,0,204	e9b9e41c-1b12-4159-9729-8de648e747b0--2018-03-20T16:00:00	SLITRK6 Gene-Disease Classification with High Myopia-Sensorineural Deafness Syndrome - Strong
chr13	113760101	113774995	Factor Vii Deficiency	1000	.	113760101	113774995	0,0,102	43fb4e99-e97a-4d9c-af11-79c2b09ecd2e--2019-07-24T16:00:00	F7 Gene-Disease Classification with Factor Vii Deficiency - Definitive
